tag,sentence
COMMAND:ACTION,Preencha o formulário de candidatura completamente
COMMAND:ACTION,Prepare o jantar
COMMAND:ACTION,Prepare o pequeno-almoço
COMMAND:ACTION,Prepare os ingredientes para a receita
COMMAND:ACTION,Prepare os slides da apresentação até amanhã
COMMAND:ACTION,Prepare os slides da apresentação até sexta-feira
COMMAND:ACTION,Prepare uma apresentação para a reunião
COMMAND:ACTION,Prepare uma nova cafeteira de café
COMMAND:ACTION,Preste atenção na estrada enquanto conduz
COMMAND:ACTION,Priorize as tarefas com base na urgência
COMMAND:ACTION,Processar as faturas até ao final do dia
COMMAND:ACTION,Procure entrevistas recentes com Stormy Daniels
COMMAND:ACTION,Promova o evento nas redes sociais
COMMAND:ACTION,Proteja a informação confidencial
COMMAND:ACTION,Reabasteça a impressora com novos cartuchos
COMMAND:ACTION,Reabasteça o bebedouro
COMMAND:ACTION,Reagende a consulta para a próxima semana
COMMAND:ACTION,Realce os pontos-chave na sua apresentação
COMMAND:ACTION,Realize uma pesquisa para recolher feedback
COMMAND:ACTION,Rearranje os móveis na sala de estar
COMMAND:ACTION,Recarregue as baterias antes de usar
COMMAND:ACTION,Reconcile as declarações financeiras
COMMAND:ACTION,Recupere artigos de notícias sobre Sasha Grey
COMMAND:ACTION,Recupere os documentos arquivados
COMMAND:ACTION,Redefina as preferências de idioma do assistente de voz
COMMAND:ACTION,Redesenhe o logotipo da empresa
COMMAND:ACTION,Reduza o brilho do ecrã da TV
COMMAND:ACTION,Registe o incidente no relatório
COMMAND:ACTION,Regue as plantas
COMMAND:ACTION,Regue as plantas a cada dois dias
COMMAND:ACTION,Regue as plantas no escritório
COMMAND:ACTION,Reinicie o altifalante inteligente
COMMAND:ACTION,Reinicie o router doméstico
COMMAND:ACTION,Relave o relvado
COMMAND:ACTION,Remova este audiolivro da minha lista recente
COMMAND:ACTION,Remova os arquivos desatualizados do sistema
COMMAND:ACTION,Renove o espaço do escritório
COMMAND:ACTION,Reproduza a lista de reprodução chamada 'Workout Hits'
COMMAND:ACTION,Reproduza a lista de reprodução relaxante na sala de estar
COMMAND:ACTION,Reproduza a lista de sucessos
COMMAND:ACTION,Reproduza a música "Shape of You" de Ed Sheeran
COMMAND:ACTION,Reproduza a música 'Shape of You' de Ed Sheeran
COMMAND:ACTION,Reproduza a música que eu estava ouvindo ontem
COMMAND:ACTION,Reproduza a próxima faixa do álbum
COMMAND:ACTION,Reproduza automaticamente o próximo episódio da série
COMMAND:ACTION,Reproduza o episódio mais recente do "The Bill Simmons Podcast"
COMMAND:ACTION,Reproduza o episódio mais recente do podcast
COMMAND:ACTION,Reproduza o filme "Inception"
COMMAND:ACTION,Reproduza o filme com descrições auditivas
COMMAND:ACTION,Reproduza o próximo audiolivro da série
COMMAND:ACTION,Reproduza o próximo episódio da série
COMMAND:ACTION,Reproduza o rádio
COMMAND:ACTION,Reproduza o vídeo a 1,5x de velocidade
COMMAND:ACTION,Reproduza o vídeo na TV da sala de estar
COMMAND:ACTION,Reserve uma mesa para dois no restaurante
COMMAND:ACTION,Reserve uma mesa para quatro no restaurante italiano mais próximo
COMMAND:ACTION,Respire fundo
COMMAND:ACTION,Respire fundo e relaxe
COMMAND:ACTION,Restaurar os móveis antigos
COMMAND:ACTION,Resuma os principais pontos da discussão
COMMAND:ACTION,Retome a lista de reprodução de música de onde parou
COMMAND:ACTION,Retome a reprodução
COMMAND:ACTION,Retome a reprodução de "The Crown"
COMMAND:ACTION,Retome a reprodução de onde parei
COMMAND:ACTION,Retome o audiolivro a 50%
COMMAND:ACTION,Retome o audiolivro de há 15 minutos
COMMAND:ACTION,Retome o audiolivro de onde parei
COMMAND:ACTION,Retome o curso de alemão
COMMAND:ACTION,Retome o filme
COMMAND:ACTION,Retome o filme de onde parei
COMMAND:ACTION,Retome o filme francês de onde paramos
COMMAND:ACTION,Retome o podcast de onde parei
COMMAND:ACTION,Retroceda 10 minutos no audiolivro
COMMAND:ACTION,Retroceda 30 segundos
COMMAND:ACTION,Retroceda 5 minutos
COMMAND:ACTION,Retroceda a emissão de notícias chinesas por 30 segundos
COMMAND:ACTION,Retroceda o filme por 10 minutos
COMMAND:ACTION,Retroceda o vídeo por 10 minutos
COMMAND:ACTION,Retroceda o vídeo por 15 minutos
COMMAND:ACTION,Rotule as caixas antes de enviá-las
COMMAND:ACTION,Sai da sala
COMMAND:ACTION,Sai da sala imediatamente
COMMAND:ACTION,Salte para a próxima cena
COMMAND:ACTION,Salte para a próxima faixa
COMMAND:ACTION,Salte para a próxima lição de língua italiana
COMMAND:ACTION,Salte para a próxima música
COMMAND:ACTION,Salte para a próxima música na lista de reprodução
COMMAND:ACTION,Salte para o próximo capítulo do audiolivro
COMMAND:ACTION,Salte para o próximo episódio
COMMAND:ACTION,Salte para o próximo episódio do drama japonês
COMMAND:ACTION,Salve o documento antes de fechar
COMMAND:ACTION,Selecione o melhor candidato para a posição
COMMAND:ACTION,Selecione os candidatos para o emprego
COMMAND:ACTION,Simplifique o processo para maior eficiência
COMMAND:ACTION,Submeta a tarefa antes do prazo
COMMAND:ACTION,Submeta a tarefa através do portal online
COMMAND:ACTION,Submeta o formulário até o final do dia
COMMAND:ACTION,Substitua as lâmpadas antigas
COMMAND:ACTION,Substitua as pilhas velhas por novas
COMMAND:ACTION,Tenha cuidado com aquele vaso
COMMAND:ACTION,Termine o relatório até ao final do dia
COMMAND:ACTION,Teste o software para bugs
COMMAND:ACTION,Tome um banho
COMMAND:ACTION,Toque a estação de música clássica em inglês
COMMAND:ACTION,Toque a lista de reprodução da noite
COMMAND:ACTION,Toque a minha lista de reprodução matinal
COMMAND:ACTION,Toque a minha lista de reprodução para relaxamento
COMMAND:ACTION,Toque a minha lista de reprodução para treino
COMMAND:ACTION,Toque a música italiana em modo aleatório
COMMAND:ACTION,Toque a música árabe do topo das paradas
COMMAND:ACTION,Toque algo novo
COMMAND:ACTION,Toque alguma música
COMMAND:ACTION,Toque música de fundo relaxante
COMMAND:ACTION,Toque música jazz no Spotify
COMMAND:ACTION,Toque música relaxante
COMMAND:ACTION,Toque música relaxante ao fundo
COMMAND:ACTION,Toque música relaxante na sala de estar
COMMAND:ACTION,Toque o audiolivro ao fundo
COMMAND:ACTION,Toque o audiolivro em modo aleatório
COMMAND:ACTION,Toque o audiolivro mais recente do Stephen King
COMMAND:ACTION,Toque o audiolivro que estava a ouvir
COMMAND:ACTION,Toque o briefing de notícias mais recente
COMMAND:ACTION,Toque o episódio mais recente de "Stranger Things"
COMMAND:ACTION,Toque o episódio mais recente de Stranger Things
COMMAND:ACTION,Toque o episódio mais recente do Joe Rogan Experience
COMMAND:ACTION,Toque o episódio mais recente do meu podcast
COMMAND:ACTION,Toque o episódio mais recente do meu podcast favorito
COMMAND:ACTION,Toque o episódio mais recente do podcast em espanhol
COMMAND:ACTION,Toque o filme mais recente da Marvel
COMMAND:ACTION,Toque o podcast em espanhol mais recente
COMMAND:ACTION,Toque o primeiro capítulo do audiolivro
COMMAND:ACTION,Toque o primeiro episódio de "Freakonomics Radio"
COMMAND:ACTION,Toque o álbum "Rumours" dos Fleetwood Mac
COMMAND:ACTION,Toque sons da natureza relaxantes
COMMAND:ACTION,Toque sons relaxantes para dormir
COMMAND:ACTION,Toque um episódio aleatório de "True Crime Garage"
COMMAND:ACTION,Toque um filme aleatório da minha lista de observação
COMMAND:ACTION,Toque um vídeo da Angela White
COMMAND:ACTION,Toque uma lista de reprodução chamada "Workout Hits"
COMMAND:ACTION,Toque uma lista de reprodução relaxante nos altifalantes da sala
COMMAND:ACTION,Toque uma música aleatória
COMMAND:ACTION,Traduza esta frase para francês
COMMAND:ACTION,Traduza esta mensagem para italiano
COMMAND:ACTION,Traduza o texto para francês
COMMAND:ACTION,Traduza o texto para russo
COMMAND:ACTION,Traga-me um copo de água
COMMAND:ACTION,Tranque a porta
COMMAND:ACTION,Tranque a porta da frente
COMMAND:ACTION,Tranque a porta da frente antes de sair
COMMAND:ACTION,Tranque a porta da frente antes de você sair
COMMAND:ACTION,Tranque a porta da frente automaticamente às 22h
COMMAND:ACTION,Tranque a porta da frente usando a fechadura inteligente
COMMAND:ACTION,Tranque as portas antes de sair
COMMAND:ACTION,Tranque o portão dos fundos
COMMAND:ACTION,Tranque todas as portas
COMMAND:ACTION,Transfira os fundos para a nova conta
COMMAND:ACTION,Valide os resultados com um segundo teste
COMMAND:ACTION,Varra o chão
COMMAND:ACTION,Veja um filme
COMMAND:ACTION,Verifique a precisão das informações
COMMAND:ACTION,Verifique a precisão das medições
COMMAND:ACTION,Verifique a pressão dos pneus
COMMAND:ACTION,Verifique a previsão do tempo para amanhã
COMMAND:ACTION,Verifique as informações da conta
COMMAND:ACTION,Verifique o correio
COMMAND:ACTION,Verifique o nível de óleo no carro
COMMAND:ACTION,Verifique se a porta da garagem está fechada
COMMAND:ACTION,Verifique se a porta está trancada
COMMAND:ACTION,Vá para a cama
COMMAND:ACTION,Vá para o ginásio
COMMAND:ACTION,conte-me sobre o mal
COMMAND:ACTION,dê exemplos de animais
COMMAND:DENIAL,A cópia não autorizada de ficheiros é proibida
COMMAND:DENIAL,A entrada não autorizada é estritamente proibida
COMMAND:DENIAL,Abstenha-se de abrir as janelas durante a chuva
COMMAND:DENIAL,Abstenha-se de ajustar as persianas durante o dia
COMMAND:DENIAL,Abstenha-se de ajustar o volume durante o filme
COMMAND:DENIAL,Abstenha-se de desligar a funcionalidade de tradução
COMMAND:DENIAL,Abstenha-se de desligar as luzes até eu terminar
COMMAND:DENIAL,Abstenha-se de mudar a velocidade de reprodução
COMMAND:DENIAL,Abstenha-se de mudar as configurações de língua durante uma chamada
COMMAND:DENIAL,Abstenha-se de música alta após as 22h
COMMAND:DENIAL,Abstenha-se de saltar a música no meio
COMMAND:DENIAL,Abstenha-se de sobrecarregar as tomadas elétricas
COMMAND:DENIAL,Abstenha-se de usar dispositivos pessoais durante o horário de trabalho
COMMAND:DENIAL,Acesso ao servidor sem autorização é proibido
COMMAND:DENIAL,Afaste-se da beira
COMMAND:DENIAL,Afaste-se do canteiro de obras
COMMAND:DENIAL,Desrespeitar as políticas da empresa não é permitido
COMMAND:DENIAL,Esta área é restrita ao público
COMMAND:DENIAL,Evite deixar alimentos descobertos
COMMAND:DENIAL,Evite desativar as opções de idioma durante a apresentação
COMMAND:DENIAL,Evite traduzir conteúdo sensível automaticamente
COMMAND:DENIAL,Fumar não é permitido nesta zona
COMMAND:DENIAL,Fumar é estritamente proibido nesta área
COMMAND:DENIAL,Interrompa a música imediatamente
COMMAND:DENIAL,Mantenha-se afastado do canteiro de obras
COMMAND:DENIAL,Não abra a porta da frente
COMMAND:DENIAL,Não abra a porta da garagem
COMMAND:DENIAL,Não abra a porta da garagem sem verificar as câmeras
COMMAND:DENIAL,Não abra a porta para estranhos
COMMAND:DENIAL,Não abra a saída de emergência
COMMAND:DENIAL,Não abra anexos de e-mail de remetentes desconhecidos
COMMAND:DENIAL,Não acesse conteúdo explícito em redes públicas
COMMAND:DENIAL,Não acesse documentos pessoais
COMMAND:DENIAL,Não acesse sites adultos
COMMAND:DENIAL,Não agende reuniões para esta semana
COMMAND:DENIAL,Não ajuste as luzes inteligentes enquanto estiver fora
COMMAND:DENIAL,Não ajuste o brilho das luzes externas
COMMAND:DENIAL,Não ajuste o termostato se o aquecedor já estiver a funcionar
COMMAND:DENIAL,Não ajuste o termóstato enquanto estou fora
COMMAND:DENIAL,Não ajuste o volume do audiolivro
COMMAND:DENIAL,Não ajuste o volume durante o filme
COMMAND:DENIAL,Não ajuste o volume sem pedir
COMMAND:DENIAL,Não alimente os animais no zoológico
COMMAND:DENIAL,Não alimente os animais selvagens
COMMAND:DENIAL,Não altere o design original
COMMAND:DENIAL,Não altere os dados sem permissão
COMMAND:DENIAL,Não ande na relva
COMMAND:DENIAL,Não apague a lista de reprodução do podcast
COMMAND:DENIAL,Não apague episódios de "How I Built This"
COMMAND:DENIAL,Não assista a filmes com duração superior a 2 horas
COMMAND:DENIAL,Não assista a nenhum filme com uma classificação abaixo de 5 estrelas
COMMAND:DENIAL,Não ative o alarme de segurança até estar pronto
COMMAND:DENIAL,Não ative o alarme de segurança enquanto as crianças estiverem em casa
COMMAND:DENIAL,Não ative o modo aleatório
COMMAND:DENIAL,Não ative o modo noturno
COMMAND:DENIAL,Não atualize o aplicativo até novo aviso
COMMAND:DENIAL,Não beba e conduza
COMMAND:DENIAL,Não beba e dirija
COMMAND:DENIAL,Não cancele a subscrição do podcast
COMMAND:DENIAL,Não cancele o download do audiolivro
COMMAND:DENIAL,Não clique em links explícitos
COMMAND:DENIAL,Não clique em links suspeitos
COMMAND:DENIAL,Não clique em links suspeitos relacionados com conteúdo adulto
COMMAND:DENIAL,Não coloque a TV no modo mudo durante o programa
COMMAND:DENIAL,Não coloque o TV no modo mudo
COMMAND:DENIAL,Não coloque o podcast no modo mudo
COMMAND:DENIAL,Não coloque o podcast no modo mudo durante a reprodução
COMMAND:DENIAL,Não coloque o áudio no modo mudo enquanto estou ouvindo o podcast
COMMAND:DENIAL,Não coma isso, está estragado
COMMAND:DENIAL,Não conduza sem licença válida
COMMAND:DENIAL,Não conecte-se a redes Wi-Fi desconhecidas
COMMAND:DENIAL,Não consuma álcool enquanto estiver a tomar medicação
COMMAND:DENIAL,Não corra com tesouras
COMMAND:DENIAL,Não defina o alarme para tocar à meia-noite
COMMAND:DENIAL,Não defina o idioma para Chinês para esta reunião
COMMAND:DENIAL,Não deixe a porta aberta durante a noite
COMMAND:DENIAL,Não deixe a porta do frigorífico aberta
COMMAND:DENIAL,Não deixe a água correr enquanto escova os dentes
COMMAND:DENIAL,Não deixe a área sem vigilância
COMMAND:DENIAL,Não deixe as instalações sem autorização
COMMAND:DENIAL,Não deixe as instalações sem permissão
COMMAND:DENIAL,Não deixe crianças sem supervisão
COMMAND:DENIAL,Não deixe materiais perigosos sem supervisão
COMMAND:DENIAL,Não deixe o escritório sem supervisão
COMMAND:DENIAL,Não deixe o fogão ligado
COMMAND:DENIAL,Não deixe o forno sem vigilância
COMMAND:DENIAL,Não deixe seu carro sem supervisão
COMMAND:DENIAL,Não deixe seus pertences sem supervisão
COMMAND:DENIAL,Não deixe sua bagagem sem supervisão
COMMAND:DENIAL,Não desative a funcionalidade de tradução de línguas
COMMAND:DENIAL,Não desative a função de conversão de fala em texto
COMMAND:DENIAL,Não desative as recomendações de audiolivros
COMMAND:DENIAL,Não desative o detector de fumo
COMMAND:DENIAL,Não desative o modo de aprendizagem de línguas
COMMAND:DENIAL,Não desative o sistema de alarme
COMMAND:DENIAL,Não desative o sistema de segurança
COMMAND:DENIAL,Não desbloqueie a fechadura inteligente enquanto estiver fora
COMMAND:DENIAL,Não desbloqueie a porta enquanto estiver fora
COMMAND:DENIAL,Não desbloqueie a porta sem verificar
COMMAND:DENIAL,Não descarte produtos químicos na pia
COMMAND:DENIAL,Não desconecte a tomada inteligente
COMMAND:DENIAL,Não desconecte o dispositivo de streaming
COMMAND:DENIAL,Não desconecte o router
COMMAND:DENIAL,Não desconecte os alto-falantes
COMMAND:DENIAL,Não desconsidere as instruções de segurança
COMMAND:DENIAL,Não desligue a TV durante o filme
COMMAND:DENIAL,Não desligue a TV durante o programa
COMMAND:DENIAL,Não desligue a música até ao final da lista de reprodução
COMMAND:DENIAL,Não desligue o altifalante
COMMAND:DENIAL,Não desligue o aplicativo de audiolivro
COMMAND:DENIAL,Não desligue o ar condicionado
COMMAND:DENIAL,Não desligue o frigorífico
COMMAND:DENIAL,Não desligue o leitor de mídia
COMMAND:DENIAL,Não desligue o router
COMMAND:DENIAL,Não desligue o sistema de alarme
COMMAND:DENIAL,Não desligue o sistema de segurança
COMMAND:DENIAL,Não desligue o sistema de som surround
COMMAND:DENIAL,Não deve ignorar os avisos de segurança
COMMAND:DENIAL,Não deve ignorar os protocolos de segurança
COMMAND:DENIAL,Não deve partilhar as suas credenciais com ninguém
COMMAND:DENIAL,Não diminua o volume
COMMAND:DENIAL,Não diminua o volume abaixo de 20%
COMMAND:DENIAL,Não diminua o volume demasiado
COMMAND:DENIAL,Não divulgue a sua senha a ninguém
COMMAND:DENIAL,Não divulgue informações sensíveis
COMMAND:DENIAL,Não divulgue segredos comerciais a concorrentes
COMMAND:DENIAL,Não embaralhe os capítulos do audiolivro
COMMAND:DENIAL,Não embaralhe os episódios de "The Daily"
COMMAND:DENIAL,Não entre em propriedade privada
COMMAND:DENIAL,Não entre em áreas restritas
COMMAND:DENIAL,Não entre na zona de construção
COMMAND:DENIAL,Não entre na área de construção
COMMAND:DENIAL,Não entre nesta área
COMMAND:DENIAL,Não entre nesta área sem permissão
COMMAND:DENIAL,Não entre nesta área, é perigoso
COMMAND:DENIAL,Não entre no laboratório sem equipamento de proteção
COMMAND:DENIAL,Não entre sem autorização
COMMAND:DENIAL,Não entre sem permissão
COMMAND:DENIAL,Não envie informações sensíveis por e-mail sem encriptação
COMMAND:DENIAL,Não escale a cerca
COMMAND:DENIAL,Não escreva nas paredes
COMMAND:DENIAL,Não espalhe desinformação
COMMAND:DENIAL,Não estacione em espaços reservados
COMMAND:DENIAL,Não estacione em lugares reservados
COMMAND:DENIAL,Não estacione nos lugares reservados
COMMAND:DENIAL,Não exceda o limite de velocidade
COMMAND:DENIAL,Não exceda o limite de velocidade nesta estrada
COMMAND:DENIAL,Não exclua arquivos do servidor
COMMAND:DENIAL,Não exclua arquivos importantes
COMMAND:DENIAL,Não exclua o audiolivro da minha biblioteca
COMMAND:DENIAL,Não exclua o filme da biblioteca
COMMAND:DENIAL,Não exclua o histórico do meu audiolivro
COMMAND:DENIAL,Não fale com estranhos
COMMAND:DENIAL,Não fale fora de turno
COMMAND:DENIAL,Não faça alterações nas configurações
