tag,sentence
COMMAND:ACTION,Turn off the lights in the living room
COMMAND:ACTION,Turn off the lights when you leave
COMMAND:ACTION,Turn off the living room lights
COMMAND:ACTION,Turn off the living room lights before bed
COMMAND:ACTION,Turn off the music
COMMAND:ACTION,Turn off the music and play the audio guide
COMMAND:ACTION,Turn off the oven
COMMAND:ACTION,Turn off the smart plug for the coffee machine
COMMAND:ACTION,Turn off the space heater
COMMAND:ACTION,Turn on closed captions for this show
COMMAND:ACTION,Turn on subtitles
COMMAND:ACTION,Turn on subtitles for the Hindi movie
COMMAND:ACTION,Turn on subtitles for the current show
COMMAND:ACTION,Turn on subtitles for the movie
COMMAND:ACTION,Turn on the Bluetooth
COMMAND:ACTION,Turn on the TV and switch to channel 7
COMMAND:ACTION,Turn on the air conditioning in the living room
COMMAND:ACTION,Turn on the air purifier
COMMAND:ACTION,Turn on the ambient sound feature
COMMAND:ACTION,Turn on the bedroom lights
COMMAND:ACTION,Turn on the coffee maker
COMMAND:ACTION,Turn on the dehumidifier in the basement
COMMAND:ACTION,Turn on the fan in the bedroom
COMMAND:ACTION,Turn on the kitchen lights
COMMAND:ACTION,Turn on the language learning mode
COMMAND:ACTION,Turn on the language translation feature
COMMAND:ACTION,Turn on the light
COMMAND:ACTION,Turn on the living room lights
COMMAND:ACTION,Turn on the night mode on the security cameras
COMMAND:ACTION,Turn on the outdoor lights at dusk
COMMAND:ACTION,Turn on the security camera feed
COMMAND:ACTION,Turn on the security camera in the garage
COMMAND:ACTION,Turn on the security cameras
COMMAND:ACTION,Turn on the security system
COMMAND:ACTION,Turn on the sleep timer for 30 minutes
COMMAND:ACTION,Turn on the smart lights in the living room
COMMAND:ACTION,Turn on the sprinklers
COMMAND:ACTION,Turn on the sprinklers for 15 minutes
COMMAND:ACTION,Turn on the subtitles
COMMAND:ACTION,Turn on the subtitles for this movie
COMMAND:ACTION,Turn on the subtitles for this show
COMMAND:ACTION,Turn on the surround sound for this film
COMMAND:ACTION,Turn the volume down on the bedroom speaker
COMMAND:ACTION,Turn up the volume
COMMAND:ACTION,Turn up the volume for the podcast
COMMAND:ACTION,Turn up the volume on the stereo
COMMAND:ACTION,Type the report and print it out
COMMAND:ACTION,Unlock the car
COMMAND:ACTION,Update my grocery list
COMMAND:ACTION,Update my status on social media
COMMAND:ACTION,Update the calendar with the new meeting time
COMMAND:ACTION,Update the database with the new entries
COMMAND:ACTION,Update the dictionary with new words
COMMAND:ACTION,Update the firmware on the smart thermostat
COMMAND:ACTION,Update the firmware to the latest version
COMMAND:ACTION,Update the language settings to Japanese
COMMAND:ACTION,Update the shopping list
COMMAND:ACTION,Update the shopping list with milk
COMMAND:ACTION,Update the software on my tablet
COMMAND:ACTION,Update the software on the laptop
COMMAND:ACTION,Update the voice assistant’s dictionary
COMMAND:ACTION,Update your status on the project management tool
COMMAND:ACTION,Update your status to 'out of office'
COMMAND:ACTION,Upgrade the operating system
COMMAND:ACTION,Upload the files to the shared drive
COMMAND:ACTION,Vacuum the carpet
COMMAND:ACTION,Validate the results with a second test
COMMAND:ACTION,Verify the account information
COMMAND:ACTION,Verify the accuracy of the information
COMMAND:ACTION,Verify the accuracy of the measurements
COMMAND:ACTION,Voice-enable the translation app
COMMAND:ACTION,Wait for me outside
COMMAND:ACTION,Wake up early
COMMAND:ACTION,Walk the dog
COMMAND:ACTION,Wash the company vehicles
COMMAND:ACTION,Wash the dishes
COMMAND:ACTION,Watch a movie
COMMAND:ACTION,Water the plants
COMMAND:ACTION,Water the plants every other day
COMMAND:ACTION,Water the plants in the office
COMMAND:ACTION,Weed the garden this weekend
COMMAND:ACTION,Wrap the gifts neatly
COMMAND:ACTION,Write a letter
COMMAND:ACTION,Write a summary of the meeting
COMMAND:ACTION,Write a thank you note to the sponsor
COMMAND:ACTION,give examples of animals
COMMAND:ACTION,tell me about evil
COMMAND:DENIAL,Accessing the server without authorization is forbidden
COMMAND:DENIAL,Avoid leaving food uncovered
COMMAND:DENIAL,Avoid translating sensitive content automatically
COMMAND:DENIAL,Avoid turning off the language options during the presentation
COMMAND:DENIAL,Disregarding company policies is not allowed
COMMAND:DENIAL,Do not access adult websites
COMMAND:DENIAL,Do not access explicit content on public networks
COMMAND:DENIAL,Do not access personal documents
COMMAND:DENIAL,Do not activate the night mode
COMMAND:DENIAL,Do not activate the security alarm until you’re ready
COMMAND:DENIAL,Do not activate the security alarm while the kids are at home
COMMAND:DENIAL,Do not adjust the audiobook volume
COMMAND:DENIAL,Do not adjust the brightness of the outdoor lights
COMMAND:DENIAL,Do not adjust the thermostat if the heater is already running
COMMAND:DENIAL,Do not allow adult content through the network
COMMAND:DENIAL,Do not alter the data without permission
COMMAND:DENIAL,Do not alter the original design
COMMAND:DENIAL,Do not approach wild animals
COMMAND:DENIAL,Do not auto-play the next episode
COMMAND:DENIAL,Do not change the channel to news
COMMAND:DENIAL,Do not change the movie channel
COMMAND:DENIAL,Do not change the thermostat settings
COMMAND:DENIAL,Do not click on any explicit links
COMMAND:DENIAL,Do not click on suspicious links
COMMAND:DENIAL,Do not climb over the fence
COMMAND:DENIAL,Do not close the audiobook app
COMMAND:DENIAL,Do not connect to unknown Wi-Fi networks
COMMAND:DENIAL,Do not delete any files from the server
COMMAND:DENIAL,Do not delete any important files
COMMAND:DENIAL,Do not delete important files
COMMAND:DENIAL,Do not delete my audiobook history
COMMAND:DENIAL,Do not delete the audiobook from my library
COMMAND:DENIAL,Do not delete the movie from the library
COMMAND:DENIAL,Do not disable the alarm system
COMMAND:DENIAL,Do not disable the language learning mode
COMMAND:DENIAL,Do not disable the language translation feature
COMMAND:DENIAL,Do not disable the smoke detector
COMMAND:DENIAL,Do not disable the speech-to-text function
COMMAND:DENIAL,Do not disclose sensitive information
COMMAND:DENIAL,Do not disclose trade secrets to competitors
COMMAND:DENIAL,Do not disclose your password to anyone
COMMAND:DENIAL,Do not disconnect the speakers
COMMAND:DENIAL,Do not disconnect the streaming device
COMMAND:DENIAL,Do not dispose of chemicals down the sink
COMMAND:DENIAL,Do not disrupt the meeting
COMMAND:DENIAL,Do not disturb during the meeting
COMMAND:DENIAL,Do not disturb during the presentation
COMMAND:DENIAL,Do not disturb me during the meeting
COMMAND:DENIAL,Do not disturb the conference call
COMMAND:DENIAL,Do not disturb the meeting
COMMAND:DENIAL,Do not disturb the ongoing presentation
COMMAND:DENIAL,Do not disturb the patients in the ward
COMMAND:DENIAL,Do not disturb the presentation
COMMAND:DENIAL,Do not disturb while watching the film
COMMAND:DENIAL,Do not download any adult content from untrusted sources
COMMAND:DENIAL,Do not download unauthorized software
COMMAND:DENIAL,Do not drink and drive
COMMAND:DENIAL,Do not enable the shuffle mode
COMMAND:DENIAL,Do not engage in any illegal activities
COMMAND:DENIAL,Do not engage in gossip
COMMAND:DENIAL,Do not engage in inappropriate behavior online
COMMAND:DENIAL,Do not engage in online arguments
COMMAND:DENIAL,Do not engage in unauthorized activities
COMMAND:DENIAL,Do not enter restricted areas
COMMAND:DENIAL,Do not enter the construction area
COMMAND:DENIAL,Do not enter the construction zone
COMMAND:DENIAL,Do not enter the lab without safety gear
COMMAND:DENIAL,Do not enter this area
COMMAND:DENIAL,Do not enter this area without permission
COMMAND:DENIAL,Do not enter this area, it's dangerous
COMMAND:DENIAL,Do not enter without permission
COMMAND:DENIAL,Do not exceed the speed limit
COMMAND:DENIAL,Do not exceed the speed limit on this road
COMMAND:DENIAL,Do not feed the animals at the zoo
COMMAND:DENIAL,Do not feed the animals in the zoo
COMMAND:DENIAL,Do not feed the wild animals
COMMAND:DENIAL,Do not forget to lock the door
COMMAND:DENIAL,Do not handle food in the laboratory
COMMAND:DENIAL,Do not handle the fragile items roughly
COMMAND:DENIAL,Do not ignore safety instructions
COMMAND:DENIAL,Do not ignore the instructions
COMMAND:DENIAL,Do not ignore the safety procedures
COMMAND:DENIAL,Do not interfere with the equipment
COMMAND:DENIAL,Do not interrupt my audiobook playback
COMMAND:DENIAL,Do not interrupt the speaker
COMMAND:DENIAL,Do not leave children unattended
COMMAND:DENIAL,Do not leave hazardous materials unattended
COMMAND:DENIAL,Do not leave the door open overnight
COMMAND:DENIAL,Do not leave the office unattended
COMMAND:DENIAL,Do not leave the premises without permission
COMMAND:DENIAL,Do not leave the refrigerator door open
COMMAND:DENIAL,Do not leave your belongings unattended
COMMAND:DENIAL,Do not leave your car unattended
COMMAND:DENIAL,Do not leave your luggage unattended
COMMAND:DENIAL,Do not log out of Netflix
COMMAND:DENIAL,Do not lower the volume
COMMAND:DENIAL,Do not lower the volume below 20%
COMMAND:DENIAL,Do not lower the volume too much
COMMAND:DENIAL,Do not make any changes to the settings
COMMAND:DENIAL,Do not make any purchases without confirmation
COMMAND:DENIAL,Do not mute the TV
COMMAND:DENIAL,Do not mute the TV during the show
COMMAND:DENIAL,Do not mute the audio while I'm listening to the podcast
COMMAND:DENIAL,Do not mute the podcast
COMMAND:DENIAL,Do not mute the podcast during playback
COMMAND:DENIAL,Do not neglect your health
COMMAND:DENIAL,Do not neglect your responsibilities
COMMAND:DENIAL,Do not open the emergency exit
COMMAND:DENIAL,Do not open the front door
COMMAND:DENIAL,Do not open the garage door
COMMAND:DENIAL,Do not open the garage door without checking the cameras
COMMAND:DENIAL,Do not operate heavy machinery without proper training
COMMAND:DENIAL,Do not overexert yourself
COMMAND:DENIAL,Do not park in reserved spaces
COMMAND:DENIAL,Do not park in reserved spots
COMMAND:DENIAL,Do not park in the reserved spots
COMMAND:DENIAL,Do not pause the current song
COMMAND:DENIAL,Do not pause the movie
COMMAND:DENIAL,Do not pause the movie right now
COMMAND:DENIAL,Do not perform repairs without authorization
COMMAND:DENIAL,Do not play any ads
COMMAND:DENIAL,Do not play any explicit content
COMMAND:DENIAL,Do not play any media while driving
COMMAND:DENIAL,Do not play the video at full screen
COMMAND:DENIAL,Do not play this movie again
COMMAND:DENIAL,Do not proceed without clearance
COMMAND:DENIAL,Do not recommend any romantic comedies
COMMAND:DENIAL,Do not recommend titles with low ratings
COMMAND:DENIAL,Do not remove "Stuff You Should Know" from my library
COMMAND:DENIAL,Do not remove safety guards
COMMAND:DENIAL,Do not remove the USB drive from the TV
COMMAND:DENIAL,Do not remove the bookmark from the audiobook
COMMAND:DENIAL,Do not remove the tags from this item
COMMAND:DENIAL,Do not remove this podcast from my library
COMMAND:DENIAL,Do not reveal confidential information
COMMAND:DENIAL,Do not rewind the video
COMMAND:DENIAL,Do not run with scissors
COMMAND:DENIAL,Do not search for pornographic material
COMMAND:DENIAL,Do not send sensitive information over email without encryption
COMMAND:DENIAL,Do not set the alarm to ring at midnight
COMMAND:DENIAL,Do not set the language to Chinese for this meeting
COMMAND:DENIAL,Do not share confidential information
COMMAND:DENIAL,Do not share sensitive data
COMMAND:DENIAL,Do not share your passwords with anyone
COMMAND:DENIAL,Do not shuffle the audiobook chapters
COMMAND:DENIAL,Do not shuffle the episodes of "The Daily"
COMMAND:DENIAL,Do not skip the ads during this broadcast
COMMAND:DENIAL,Do not skip the intro for this series
COMMAND:DENIAL,Do not skip the intro of the movie
COMMAND:DENIAL,Do not skip the opening credits
COMMAND:DENIAL,Do not skip this song, it’s my favorite
COMMAND:DENIAL,Do not smoke in the building
COMMAND:DENIAL,Do not smoke in this area
COMMAND:DENIAL,Do not speak out of turn
COMMAND:DENIAL,Do not spread misinformation
COMMAND:DENIAL,Do not start the dishwasher if it's already running
COMMAND:DENIAL,Do not start the movie without me
COMMAND:DENIAL,Do not stop the audio playback
COMMAND:DENIAL,Do not stop the audio while I'm studying
COMMAND:DENIAL,Do not store personal items in work areas
COMMAND:DENIAL,Do not suggest any more romantic comedies
COMMAND:DENIAL,Do not suggest any movies from the 90s
COMMAND:DENIAL,Do not switch the language of the video
COMMAND:DENIAL,Do not switch the language to French
COMMAND:DENIAL,Do not take pictures in the theater
COMMAND:DENIAL,Do not tamper with the electrical wiring
COMMAND:DENIAL,Do not tamper with the equipment
COMMAND:DENIAL,Do not tamper with the machinery
COMMAND:DENIAL,Do not touch that button
COMMAND:DENIAL,Do not touch the art
COMMAND:DENIAL,Do not touch the art pieces in the gallery
COMMAND:DENIAL,Do not touch the artwork
COMMAND:DENIAL,Do not touch the electric fence
COMMAND:DENIAL,Do not touch the exhibits
COMMAND:DENIAL,Do not touch the exhibits in the museum
COMMAND:DENIAL,Do not touch the paintings
COMMAND:DENIAL,Do not touch the thermostat
COMMAND:DENIAL,Do not trespass
COMMAND:DENIAL,Do not trespass on private property
COMMAND:DENIAL,Do not turn off the air conditioner
COMMAND:DENIAL,Do not turn off the air conditioning
COMMAND:DENIAL,Do not turn off the alarm system
COMMAND:DENIAL,Do not turn off the audiobook app
COMMAND:DENIAL,Do not turn off the media player
COMMAND:DENIAL,Do not turn off the refrigerator
COMMAND:DENIAL,Do not turn off the router
COMMAND:DENIAL,Do not turn off the security system
COMMAND:DENIAL,Do not turn off the speaker
COMMAND:DENIAL,Do not turn off the surround sound system
COMMAND:DENIAL,Do not turn on the TV without checking the schedule
COMMAND:DENIAL,Do not turn on the air conditioner if the window is open
COMMAND:DENIAL,Do not turn on the heater right now
COMMAND:DENIAL,Do not turn on the heater when it’s warm outside
COMMAND:DENIAL,Do not unlock the door while you're away
COMMAND:DENIAL,Do not unlock the smart lock while you're out
COMMAND:DENIAL,Do not unsubscribe from the podcast
COMMAND:DENIAL,Do not upload unverified files to the network
COMMAND:DENIAL,Do not use any adult content apps
COMMAND:DENIAL,Do not use fireworks without proper safety measures
COMMAND:DENIAL,Do not use foul language
COMMAND:DENIAL,Do not use mobile phones in the laboratory
COMMAND:DENIAL,Do not use the automatic translation for legal documents
COMMAND:DENIAL,Do not use the elevator during a fire
COMMAND:DENIAL,Do not use the printer for personal documents
COMMAND:DENIAL,Do not use this equipment without supervision
COMMAND:DENIAL,Do not use unauthorized devices
COMMAND:DENIAL,Do not use your cell phone while driving
COMMAND:DENIAL,Do not use your phone during the exam
COMMAND:DENIAL,Do not use your phone during the lecture
COMMAND:DENIAL,Do not use your phone while driving
COMMAND:DENIAL,Do not vandalize public property
COMMAND:DENIAL,Do not violate copyright laws
COMMAND:DENIAL,Do not visit any explicit content
COMMAND:DENIAL,Do not visit unauthorized adult websites
COMMAND:DENIAL,Do not watch any movies with a runtime over 2 hours
COMMAND:DENIAL,Do not wear open-toed shoes in the lab
COMMAND:DENIAL,Do not write on the walls
COMMAND:DENIAL,Don't adjust the volume during the movie
COMMAND:DENIAL,Don't allow unauthorized access
